title,imdb_url,budget,genres,trailer_url
The Grand Budapest Hotel,https://www.imdb.com/title/tt2278388/?ref_=chttp_t_187,25-50 million USD,"['Adventure', 'Comedy', 'Crime']",https://imdb-video.media-imdb.com/vi1157933593/1434659607842-pgv4ql-1616202390165.mp4?Expires=1713550144&Signature=L3a4r-gNjaxaXHAGgdpaWX12K8K-2OfczfKoOCgitF2JQockSeVXye~~7orOxpGe7gANi-RcYPcXyvjkrW5SKzqT3M7uSuGzM4K2CXjFkGtd0bu5fcIICpdseIeVH5GG18aEmi4GtumObNGbCQP5uml69Fc~z43ywGo0X8JHwCOgHIS3i84iLsg3EESxmrPWEk2AmFn3z9OQwdl2iy-VSP8rmN-aUcaXlTWtwFM0wkvhr1tlFrgff~r5coJwSUe7z7nE5DJj5at-TXKkaqrNnDSjCWnTkaWufJ4-QDeAWwyJrZu6dX3tWfNJCEdusx4WYzVPWLs6FCbzBjCQRsd7dA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Barry Lyndon,https://www.imdb.com/title/tt0072684/?ref_=chttp_t_188,10-25 million USD,"['Adventure', 'Drama', 'War']",https://imdb-video.media-imdb.com/vi247005465/1434659607842-pgv4ql-1564101840011.mp4?Expires=1713550278&Signature=IqbVdo55XUuhs0nhqBa9mwGY4stsVuzEke5E9XOH5Kf6OqRxw7WTtf3okr4v8gF7k2uSlRF60E8pU6LtiJ5eHfHls7bSWhvIRl2XG-jSiNq6IyTHt-g~vqmS4ScGMHQJBLX1-ZPIs3lJZqohJ3EtKOMwaY8yPfRwZ~sx2iudPk5XlrqHneMsqZbWUq404jBzT3~MkQBbDjC80TBsuXtvAwruMFOctulYPt8wF0LkdbN76eQFfWTo9tQjldKc68rX3QriAk0f7H9aO72cfLbvfixzgzAMVn2fW53mq2wDQ-OGtDtagNVhKvsnfHTXuwmP9MqFOXUH6s1tyYMyELjvFA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Gone Girl,https://www.imdb.com/title/tt2267998/?ref_=chttp_t_189,50 million USD or more,"['Drama', 'Mystery', 'Thriller']",https://imdb-video.media-imdb.com/vi1298770969/1434659607842-pgv4ql-1616202356128.mp4?Expires=1713549874&Signature=ZVMrmvYmMwO4kd97aaCODnzlwl7~EuICqPrR6OGkrriC5-Jm~V2uqySPlCBXkTQ3Vak79tiVbyFiadDZiZkNg1GXMkPHA-RY1RIu8t7f6PzAUPhCNLGWmdKcNJiETOpzzrh7t0eILCu2WHHqN9olaSb2sBvuK7tplmERqWB-Z4DCIdN9ietG1T3sN3LoeuvXdkDDT~d7PrxmbUF-Q7u5EtnMvOUVyzvAcwEZBP5V82P6fEHUvsDRMyFZ~gXwN4g6Gj31ppfqHB2VbaUtOcwvLXRvZK-pdKd-rAQZqEGJEXWTKQdB0fpNd-QI6lZPWog78d9--KiqKndTvq~sQZQvew__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Hacksaw Ridge,https://www.imdb.com/title/tt2119532/?ref_=chttp_t_190,25-50 million USD,"['Biography', 'Drama', 'History']",https://imdb-video.media-imdb.com/vi2608248601/1434659607842-pgv4ql-1469716635759.mp4?Expires=1713550294&Signature=QFDX9rL1WM~PtDuyhyW9UfiQDILQFOiKybCCyuR6W4xYnyQZ42pXJXHGAu665A2ixZ0z4Ojww3byL9zzt3rA6vky6EbwccvefC0UsGbigMYlk5rUp9skrTzqQ3AxBeCvXrbs9QNKxASy1D8dvg~MamhGqH0DO0t114OuifZvCkxZVQ0GdN5wZR-ncdQsGhAg7FGMXu2HqaNG6-fH9064F5x~G26-xS3FkGk-KawDtBQ8M0MziFN68nIbC0oc3b3xDqsawOMCIDkizVzQCDcKATq3Q766sKQD7NERPc3AhdoyZJwu3lF6fDRQqJ0SVn3vX4U3kkycLZzaRrtQOozy4w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Gold Rush,https://www.imdb.com/title/tt0015864/?ref_=chttp_t_191,under 1 million USD,"['Adventure', 'Comedy', 'Drama']",https://imdb-video.media-imdb.com/vi70820889/1434659607842-pgv4ql-1563526422310.mp4?Expires=1713550297&Signature=GxmpnNxKMywnalz2sXyFAiHC1ElIfQiY82gRCYkcubU3xExKC2NZEx11ewAfqZ5K0MGJmTbSuwZuqA8Lt9u1F-UXqa~9RYdSMgYfvsZXy~4eEhy8EmOEf14XfOxMUAO4i5WbYMOdi3cA7euiopq~8qNj3yohTTqzA21FfxFzz5zPGEY~4Xu14Q3a0a50Euft-vRKoL7JoQwkNNsw1QD37JDsSXEsIzCnl4FOJkB9hS9LSv3Z6hA3As2mauxGQ7yhyHG6cw94bpI1GAzuumIiw9S6wDOTPMEP3SEilsE3JaqBcdXlnCj~NYaNRsrTFZ29uLzoVekadBleFUVXKge-fg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
In the Name of the Father,https://www.imdb.com/title/tt0107207/?ref_=chttp_t_192,10-25 million USD,"['Biography', 'Crime', 'Drama']",No video found
Memories of Murder,https://www.imdb.com/title/tt0353969/?ref_=chttp_t_193,1-10 million USD,"['Crime', 'Drama', 'Mystery']",https://imdb-video.media-imdb.com/vi3468476697/1434659607842-pgv4ql-1599680489085.mp4?Expires=1713549566&Signature=M04Mevm2HnE9Kna3c8JlBWQlYplD74etXIKKpD7IqW-Phxj7AfrgUxLu1jT5neDsNxuESlA9rMWi7Rj1iSHkAOe4WqiSzS6Vb7eUZDRLUqlWCBFxEyl7oZcmczpsfUTkP8-6YNxqY~0VRagHAvkn-Sg69gpKq54NNeZcEBgV74S04CZdYz-~fgwpqI5-tEUaAITT~PSpFM3ByD03QXzCDW6W2CbdNUlv4KoMm1U01pfKvf3W-VasgIH1Ql7lKXZ~KfFyAoyJI~RbZLUhcyHaHDBwjC9CJFxgH4HJXAHV3LdXoLpcKTxGYJqrOX8Cr1IzjfsFEFmdIm21cjdrLChz3Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Dead Poets Society,https://www.imdb.com/title/tt0097165/?ref_=chttp_t_194,10-25 million USD,"['Comedy', 'Drama']",https://imdb-video.media-imdb.com/vi2309078553/1434659607842-pgv4ql-1583358873316.mp4?Expires=1713549945&Signature=t9LQvb9Ob79O51ZNSkMlV76quOJZrwMDhfTA9iYp~SinzpxxFxjmH9yFiYO24zm4t72e6ESMSEFyYZSOYZk1Jn64gp14QgnaELzn5Rz8GbWVOZMw-Y3L5ouE~sl0YC6qYVaDxhhtIoAbXvlXN2RNazSLrdgr5bXrviUaaqZI1mn8SCnPzMsMHuWrsaonG1ku-Ert2ERWmhh0nBdl3JlImfjzTLDv9EigYfkYCqO5nTV~5EDUzfje-gp43NUfO~uHLBdvgA1WwKvoSmRO-K5mhGyh3c2GAqrNywBa2EHWiAwtHEOR13Z0JiKQGmRyXSWZM9O9iTgDySfR4HGMbYhWKQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Wild Tales,https://www.imdb.com/title/tt3011894/?ref_=chttp_t_195,1-10 million USD,"['Comedy', 'Drama', 'Thriller']",No video found
On the Waterfront,https://www.imdb.com/title/tt0047296/?ref_=chttp_t_196,under 1 million USD,"['Crime', 'Drama', 'Thriller']",No video found
The General,https://www.imdb.com/title/tt0017925/?ref_=chttp_t_197,under 1 million USD,"['Action', 'Adventure', 'Comedy']",https://imdb-video.media-imdb.com/vi534623769/1434659607842-pgv4ql-1564606171197.mp4?Expires=1713550344&Signature=ExyK93mlBmeCvCdEO9Oh8duDzOXcy5AHrswBhkTbHrNUKagh0EuZWkSMM~3mTWU~-TceX7EVotZD6ynngLeZO5SEoNNafcIcuaqbNR27I57iyt~7KfNoCWs8B16oC0kD~JqWgTgNYHnukg2y~Kt1nJfJnEkfd8b~OwWV4V7rx9fK3QrSU4wrEfuyfQupLDtBGKhpO8OrKvsDVCyzR2Z8QqNUTQPADPJjXFIRLCIa7QH~MYJpH4dg8RObJORz907YYuRge6UAKJBNz287Wk5sp2g98UuhHzV2w1ChrckUIOLSaCIcD4HBR5BUFui5-42uXwsJ8iGSx5vHcRk7qfuhHg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Deer Hunter,https://www.imdb.com/title/tt0077416/?ref_=chttp_t_198,10-25 million USD,"['Drama', 'War']",https://imdb-video.media-imdb.com/vi3045785881/1434659607842-pgv4ql-1564164416390.mp4?Expires=1713550373&Signature=YrTENnj8stJjFGsjgRCftcgJd9LiiQgv2L1JLyhNAYoCQY35Is431aXJ0ZfVdkT5dHVm-7QiCqM5V9h6U4mp2WlARyShodH8zHle4R-WtC6gdGRNn3kx2tLJ1y1BhVaXa~oAnlEpntPXKyz5AH2DTis6Gw-T7LQrN8iV4EzKvL0dc9LvFOBNK9qpziR0oigbL0zqp-KEP2zfHqFZ8aXmItbapY-qzpvybCcXcERCDeUMypk5XTNvnSGmVobbdSt8m4hRd2cC8Lf74da2SxuY7MZtREjrFQT~7lOkT8Ct9vvgncXxvjjpANA40a6sclKgBgMEiY0bAnrRDfqQa8x0mA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Mad Max: Fury Road,https://www.imdb.com/title/tt1392190/?ref_=chttp_t_199,50 million USD or more,"['Action', 'Adventure', 'Sci-Fi']",https://imdb-video.media-imdb.com/vi3047862297/1401497881123-xszl4z-1430608297815.mp4?Expires=1713550045&Signature=m0HCfYHjZhnRYtkjmzFEgSD0~5ke7L2orvgMjOW5otLLKkTvD2mXLeI0eDEVkl7fAGbDQvZ9ntTcd0NB~XmMOxmagxI0UwBdPs1utW1A3BV21eAzGqYDRXNLU4D1ZWgI3YnukNVIl0y2wp9BFL-PKGGrmDROyof20CxfaUXMxZ5WUYmRbyUn5ORpZvD9fdLhBow4YCBy-h-EKFgePAfojpO8797D~y43z624KUjoVE2wXfT-m1b2q2KbYv9pMplokCsFaGPEb4mEBe~d2DTke9QVNKmlkvlP9MdnTlj2n3dQdOeILTvDp0i29Oi5tp1Z5OMTzAppnxS9m2c9DQDAkg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
"Monsters, Inc.",https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200,50 million USD or more,"['Animation', 'Adventure', 'Comedy']",https://imdb-video.media-imdb.com/vi518890521/1434659607842-pgv4ql-1616202839638.mp4?Expires=1713549544&Signature=DIpOCf-gpLhD0NFJj4cjINfvjVr6ehUwCfvnv0KEfc2oIt0NlBo6lSTP3ASSsLlR9feMK6EAU-Az~H517AxBqPHIXbthYfAnoO8mX2NhRTwQzJHDSrB1TQbX9i3d3MSBW5KfshZ2NQE3HUN4E~Ta93lb9~5IgDW5vOlZd5j0Qo-r5IViOjlZLQMPgukHxiN~EnS4w9wpUXdRLEbz4jebnD6N7VMVFXcQshw1XIlG14hwy65fcnbuhkd2NBELlnzbxyK1FFxe7mgeo5untbTRFHeQxa3OQs-wcAVJHtw~dF7p51-I3mDOUs0cfmy26eRX~ANNhWYIAHF4W1V~f5T-dQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Sherlock Jr.,https://www.imdb.com/title/tt0015324/?ref_=chttp_t_201,,"['Action', 'Comedy', 'Romance']",https://imdb-video.media-imdb.com/vi2465709081/1434659607842-pgv4ql-1556718388082.mp4?Expires=1713550381&Signature=eZ2sTgHvvytHnr1mvvd6zCT8Zo8THSsfcwf2hCOK5pwUkZ61dkaWy0Frw1r1vJqtGH4ZC3qzY7siZaUOK6yZ9bKo3-P6CrdDjqbrQdq7pF6lzUUL9On59ZO2ZRR8DzRQJewuLjGKvbfHQdH82oEqz9~rMkTa2uy4HmsPk6jZSGuqIEhC2CY3U2Tf~5fKalX4mONS~2JIjhqVqFwOr~NNBfUswJolKZgYANyKA4RP~cpVNMP1twkyaOrZKrpSD5nQvttJhrIJQUSSKjdwVcnFiF7C3Pk9LabUMOPeTxVXRowxhjjD~gnkpiVAexMKMmoaYntTgDK-Nen5VPWoj6vtlQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Third Man,https://www.imdb.com/title/tt0041959/?ref_=chttp_t_202,,"['Film-Noir', 'Mystery', 'Thriller']",https://imdb-video.media-imdb.com/vi992655385/1434659607842-pgv4ql-1564039600136.mp4?Expires=1713549599&Signature=iM0Xm8NmZhQC15TtKfaGSx9GQaZMz5RqxPb71lsFjYv9RtOfBLMO8EIoWsnwaYdDxg~~rZ9ffdBSkHbT90trAIx4zNMe7pHmSMGgmJ-A9xAqY1UT6~WgQZV3PM8nm3DpdTGaCWvHY97u74xEAr-pouHCnEfL0TEWB3aLmzN2atseM9xQJVDaBnHKmuSQ-yYcFAI~mioT5vWovT6uHKBFiOHu7E2HefRM5n8kxyETuhM00Pc-CNxQv8uSz1eghAEhJBF9O02ZZPbICZKy4J1RMmhAXUuhJS1-ihs~Ebq8L~EaML2nRN3RLwMftQvUyyC~N1OwakvJvN8hr4w5mLrX7A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Wages of Fear,https://www.imdb.com/title/tt0046268/?ref_=chttp_t_203,,"['Adventure', 'Drama', 'Thriller']",https://imdb-video.media-imdb.com/vi508608281/1434659607842-pgv4ql-1580269572272.mp4?Expires=1713550253&Signature=rIt0bS4FsT8xzcX100D0WHZQ7fgytsey~V5YAFCsZuAti1ZhJgxk7SNVZ5eIiQokF3hcm2klxXAaRTuL9TBpzqxmd0Wu6CKv0rNbB3SkqG5XdVgN10vQJ8mQB~UnNJQGdLgerRy461ciTFtQqjJC9XpIcI9EPKuWBYjeWhCmjp2jkBEe6IVB7s5ETVuRTkL4Cf6kyl66FzhjbRNKvJO63HwUwzCQmimUDuTaCNp5LwKP8gQc8GwdW62ooZp-GBrfUR9dMH-GzHtoa41clb1HnC73hsSvV7kfblO1KAvgYIN-4-XCa3kpehdEaBJ3Zucq~UQx7YYLHPMcboICbawZRw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Wild Strawberries,https://www.imdb.com/title/tt0050986/?ref_=chttp_t_204,,"['Drama', 'Romance']",No video found
Jaws,https://www.imdb.com/title/tt0073195/?ref_=chttp_t_205,1-10 million USD,"['Adventure', 'Mystery', 'Thriller']",https://imdb-video.media-imdb.com/vi4242122009/1434659607842-pgv4ql-1563648199594.mp4?Expires=1713549874&Signature=XN~6pchcc-WCCBXAQ-yD8IjlwnLj1GYxIVzH2MbXY2QeFHb9YuUqdjKDKO91jXwGLquLFMoFV544OyJ3AzUQSqsFai-4-Up0JrO~UrqWKo4RhAslyc~JKxhUrCHSQddk5aIkMOlO2ebQkL8Uc1DTjnGaXnMU2FdkV2PkYgbVklKJFjHreX~wB6wTM9SBpiBSb8dgvnlIoLCR-N14eeC8L5fl9wDRZLqir79hYw0xIcK8Kd0YJ42Qb9buVn9t-Bn9nx-Kap9jq1fRkJiXiVTzbvLDcH6iWbB1P1XHBnwWJwvACs3kmmdQ-V6How~vR~WmbUQhjajzT25HB2fjJbJdnw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
How to Train Your Dragon,https://www.imdb.com/title/tt0892769/?ref_=chttp_t_206,50 million USD or more,"['Animation', 'Action', 'Adventure']",https://imdb-video.media-imdb.com/vi1158218777/1434659607842-pgv4ql-1616202569810.mp4?Expires=1713549799&Signature=eDeSkaipmaj98NWyy6ZzdbkS1eNmsop6x-Jh9nH~USOB3kEm3c2rdQRyZHq70GJY7yuYVKvrKkxIZYg3Y8L0KUXq8q~41YDOwCdN0xbag8HXPAQD6sLd8rZVaYt83MBefL-8LO-pAoKHnJYBgARm8SVXW76RjPcd0628Qi2vFYnvdCc9y~1NgXkGfYTOWw5X~aGXdBYqfBnOOyaSUzAFI~YiGanTGLLtZmYpiGEDA-wfFjTBAm5vYvqi34Ui4zF1M3B1c7hmVSWf7Gs35MCIAsL6fn6stD7h7lO5o6bPBSdX2isl~A8FM5f4WaqzzCeuzVNNlvGCrV5EQZOyNGeoaw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Mary and Max,https://www.imdb.com/title/tt0978762/?ref_=chttp_t_207,1-10 million USD,"['Animation', 'Comedy', 'Drama']",https://imdb-video.media-imdb.com/vi784205081/1434659607842-pgv4ql-1616202855835.mp4?Expires=1713550481&Signature=Njb7K~kYAxsUozQZGAhf7svmKIWTZr3CiZhobd7A6NxLpDZSgGHO8HZSw~W5R0sC0VfGy6q6dHVNbQApVz8DgsQQEIEJbjiM8hw~5x1z39nKc6DbUBfuVhyRBwMtht2mJk6mbc2Glt~A6X1-PVom2mGat6E8r7uCML40mNzmTN4dHWbHUd8IrsbmDKUKzUlkX0MiXOda~W9y67bK0nJlgz00x-C6eWZCX~sCTX9bxcTsip6Q1KEbPzfTFLsm2Dwpq26n8CJEn6ssHnC2qaJyjCcGIGzKCjT8fgKujuf0QgSPpFb313iCzEcMecTJD4k1IX--lZXZL2ANgMwg5LLyug__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Mr. Smith Goes to Washington,https://www.imdb.com/title/tt0031679/?ref_=chttp_t_208,1-10 million USD,"['Comedy', 'Drama']",https://imdb-video.media-imdb.com/vi1789722905/1434659607842-pgv4ql-1564198616968.mp4?Expires=1713550513&Signature=NIWh9VopjQYMySQW7II76SwUg7SQyEIQ-vIKXlcM5ndugBpcN2ME5oUgT~alPCBGHPsDxg3Wo9-2u6jdtze5pG0RMdUih0ejA6UeYjgmTyK78TkJ-hy-ffyZTAtvvMHcQQyiYHXqnr8PKLasVNs5Wxb9VUCmv7gEK3KTQsjhtMijSDT97Pgg4ZCrnoQTeVeLkFlhlBJwqVLsx8GFR-tW6WPw7oEXEpc9do1ACTdaAtN6zPXZN6MUoCXuia-VvsDAsciohfrmDmiML79Sr~gu4D8MbAoDlVUiyqN9HMbE65W75t9NqIcv8BElsh0fbHSn3sxHUV8gi5W1lMtSKUtKcw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Ratatouille,https://www.imdb.com/title/tt0382932/?ref_=chttp_t_209,50 million USD or more,"['Animation', 'Adventure', 'Comedy']",https://imdb-video.media-imdb.com/vi906147865/1434659607842-pgv4ql-1564526157083.mp4?Expires=1713549782&Signature=P3AqFc6IseIM764Uzdb6bfjmhyEACoKa27UimtpwMjrn2MafWH56BXahLV-EVjWda1nArJSJYpWlQdD6eXs3L2FjRmHRc56idGAzB6Cc7RRPJSxVyqEq65-d9Cf5~CeA5IOtrLo1NelAhOmAeBsD4Dt-zTJ5GoWNz2ysGmjD0kXr6wq4~GZg9r6im3QTN-6psVVB5sTLbK5LtGfXYczbZdoCV5sGc0O65cc1pH4-sYSDwTWWqvwfB8NHWk9qkhWNRU2Pm6Ng1KOuPnD7xr1W0Y-wF68L-GvSpdexQj9JSIeZfzDIYRi2gPZl7NGH98fdNh6uho4tl0nIm1sDEnPWzw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Ford v Ferrari,https://www.imdb.com/title/tt1950186/?ref_=chttp_t_210,50 million USD or more,"['Action', 'Biography', 'Drama']",https://imdb-video.media-imdb.com/vi1737539353/1434659607842-pgv4ql-1568563904330.mp4?Expires=1713550518&Signature=pFR1qmlhGIhrIt5lS6f2WLPvMex4PVN~Zy3OV6kWF4lm81CO3tIKGydy34w6OP-BrVAvBhEIE484PJ9D7R43jDL7payRvA8wlLCt11ugA5ma8NdgVQxMqw5q5SW7QGEgxWqthBNxGxQLMt~wQ-6oRUiNfXlftJ1BMxO~yHfamhuCO5WRZ6XR0Yk0YE2qSAoBYHnLMSnPXOiiSw3Ibx~W7gczqccxJzlcZqpFneWCxRTOID7AMqrZkMufBOebs3qbK47b7nH4O~6Oeix6~cozpfU3E0MW6chJWXezDfhsgD-iF~LGBr3oswYOabFK3EqGyDdCOKCx~Vr3NhMAa0dLqw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Tokyo Story,https://www.imdb.com/title/tt0046438/?ref_=chttp_t_211,,['Drama'],https://imdb-video.media-imdb.com/vi2320022553/1434659607842-pgv4ql-1565971414566.mp4?Expires=1713550521&Signature=j-BDiT~aoOePn7EuSNc~RKianHld-yDpV9JWHB-rFilOPD~O5LhWaP2ebHIJJuCBXJ8pn7hAaQX96OPn8op6O1Hvo2hbepB5SEWpV~3gD~JNBny61RpOm9vZOG5PFTlZGtEjhp5DUv7Q6i7F5V3aGgZDAt~pU-emJ9nLxp-nWTqCd4PO7kzEh-CwEVcaGWxjtPK8Is3FOjO9ukdL2G87Neqiy-zCzM5ZVLsF3cCdNrLlN31cShAewNL4fxEaKExEhu2FnF1KOdmOu9Elue9FMEkB92X-PhOz59bkaQSsnSEZXXWc-xKUgKtwyhXxbmY57NIA64JQet7b9bvKsvh7Ug__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Big Lebowski,https://www.imdb.com/title/tt0118715/?ref_=chttp_t_212,10-25 million USD,"['Comedy', 'Crime']",https://imdb-video.media-imdb.com/vi4018733337/1434659607842-pgv4ql-1564012742773.mp4?Expires=1713549762&Signature=Clt0xhTHD1l4GXaZWYrL6wtUdbz7JP5~3QYySYlwA8TO4Rfs4b-PNaozbO1urAx~1aF1tEh5vn5LyI2hb2S6B~FBh8S1o0rG9CU1grot7x5qPmbh-Kk-B4XbpypsHALcUPrvoE6pQoLs5H0p3S0yOiwmy680gwLyxcYvzG3dYE-7EfGP-o3ZWZwj21C77x7u7v2CB~T6iGXTaBSLWJovRcOkYU495~T-PojmFmOAcleo6CQr6BIPk-17ZCuDInS6gZYWDyKc-hj5OYqAIAK1rJL-Mi3f8HhwSz4G8MpY8~grhDpWqKGbwTt3qCnVjY5hOQuKjkcxYjmOg5yPPg4y7A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Seventh Seal,https://www.imdb.com/title/tt0050976/?ref_=chttp_t_213,under 1 million USD,"['Drama', 'Fantasy']",No video found
Room,https://www.imdb.com/title/tt3170832/?ref_=chttp_t_214,10-25 million USD,"['Drama', 'Thriller']",https://imdb-video.media-imdb.com/vi321566745/1434659607842-pgv4ql-1563959760170.mp4?Expires=1713550103&Signature=mrhwgcyCUwPm-sZnUC~8Gi-mLUEd4rdfi7Mlia5jlQJD7KZy4HEDZKTn582uFcOt5tOszk-gpyY--eLYqoDc1fKrr4hPx7ddqjAAFkFZgLu2xZxHb7Fw7wdUHVNbZypAVyZsvXZDnAacFD1lk5AAjTKLaMEe0lloLoOnI3Oiin3hGz21UVd25hj3jcUqcS6pvr2jMzyK6q5715U5LyAH9-eqrC8wSXnjpc7iONmmvUSPzBZ1k0RY3BZtAoBQ1v2oJZwMBpSR0nfCIji1qdptKnaTcgL2jHV0tRYh9XyZmbjriiQ01ac8alfTkaL~q9KUrtPlZVBvNvT-g2SUH~Dndw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Rocky,https://www.imdb.com/title/tt0075148/?ref_=chttp_t_215,under 1 million USD,"['Drama', 'Sport']",https://imdb-video.media-imdb.com/vi1537524249/1434659607842-pgv4ql-1649907909293.mp4?Expires=1713549743&Signature=hj34jW8oNGVANRlreJML5I4WlQe4GaU8MqZF0BAeifsMW~pGzs7-Ynafla2YII6bC2Sgg-qHpkY7~-irU4dddO1jChggmBWebjasSQB-1MVHbd9sNJ6fsQiOEcV1T~-HgP5ITHNqlBZ-IaJfg2vvrTNBNW7X9~PA974nJLQ0ZhZEziXu7qTSGzXjl0KUDOKtWza2QY15AW7UCyTsnxObAemgQJVzfIwarfrTpDXZ7NzWaaWz57jkqTIWiv9BfAKN0aiyMA4Q9YJ2PY1UjLu6yog~~6VZe2TF3pjO6JmFgZAcvxdHyfGpuIqPffe78k227Xz7sc8Bs6ntriiQesfEgw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Logan,https://www.imdb.com/title/tt3315342/?ref_=chttp_t_216,50 million USD or more,"['Action', 'Drama', 'Sci-Fi']",https://imdb-video.media-imdb.com/vi1946727961/1434659607842-pgv4ql-1486341576429.mp4?Expires=1713550279&Signature=I0rC3zoJXcaBCElEgxeNWjxqhCvVS1WVI~LyOORhcP3cGoxSf8HfMCoh8FUMvQlyZoZoUOyWN8T6XMTBOlOf2ieaTTZDCigv2Ll0VmejDcug2E~aOMgBBNm4uq9lmWYWPAPEB-GxJGxn~8jcB0qOGU0R6iDpm5jRA19Kj4MmiPSinLuIN6nSqNEAcfiVhXOcjNJnWmMn2nFv8veDqY~IjAtYmg9wm0FrnfAe7A~MqBfPVb0tmJ9mYbXcWK2NxHjljERbj96hVf2lt26Wg9~~EBEu1Ao4d5CChIOZNP4Oz1UCEHeaK0GY3kjm-DIt58~2n2O4EEQcWIGDUx6hB3-h4Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Spotlight,https://www.imdb.com/title/tt1895587/?ref_=chttp_t_217,10-25 million USD,"['Biography', 'Crime', 'Drama']",https://imdb-video.media-imdb.com/vi4025725465/1434659607842-pgv4ql-1447860454275.mp4?Expires=1713550241&Signature=VLJRMcG6gKF0~4LYDratdor8Hq5jHFpYMqL8gEdAKp4d7E7DWEGAwUMPmpa8MDFUJEDaIE~-SgiSc1Hl2mF0LAjRwrs-dtw-NrE7~JcnQjwlB4HLBYQywW4TdLBUWVm0XYeIUwt4E0XreljKsNALwTJ40cYCbPzI~7HdU~dB6cYeK9jTG0G31oFN0Sr9XJYZNXTUl92ODzCatNcntSSH14MXSUwMATUDPWSdVXpsoWHrrwPAa7cx0UPCyEjMWrY7aEkS8LpvkWlocJrD11GxyuRzZ7jcGOe8kvahRbXMcMQu9rFhDCeupcXCifjaXOYlsTYLMNEELEigLsdZPgIjRw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Hotel Rwanda,https://www.imdb.com/title/tt0395169/?ref_=chttp_t_218,10-25 million USD,"['Biography', 'Drama', 'History']",https://imdb-video.media-imdb.com/vi2482292249/1434659607842-pgv4ql-1712943432726.mp4?Expires=1713550666&Signature=oaeQFdnPKFsxkKRIRemO5n4B~yzLhJVpt4leSsnDlCz1B2HdcqTjQ281C3C6dCOyY5c5YhRhvFJ1QPcx5lhJCwu64W8EdU0ocF5tCHE8Z2DBokyCgzn3UG7yVteS~FQBdGnK-IPBtvC0dkhrlJc~N9oIKMSk3z56gDch9aCCofBxF9IUuefAzhE31o5HcCvXskiWliTlQtn~bjbxChK~IOqRktrISCAEEyp2lnfG2-WKug53RTt8Xw7eJ7szXALioUpfs3Pc9gq~kDwcuB~~bqi12EndWLUTGD721vP4r77cJ6RmgmP0mZ~1piCNCPqwTuDX8AMs0147vyf79aegYA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Platoon,https://www.imdb.com/title/tt0091763/?ref_=chttp_t_219,1-10 million USD,"['Drama', 'War']",https://imdb-video.media-imdb.com/vi212245529/1434659607842-pgv4ql-1563983452881.mp4?Expires=1713550697&Signature=Vb5f7O7O3Tub7Z4QqlZMfVZee72I6dhRHzZ-VGG4BGfLV5sAsl7J5OHS1kl1HOHDG6XZP8BjGO19vFFaOCNN9tIsdn7c-VCIZhkNXl6GuUGvXF14id7ORYod0aL-Ha8C8cCqj~Kh8ziYYr7nw1zu9qwttEsfa6T1UF9jFFASDlLV4KfSUuhzbVDjUXYfZkq39-h1riWPu9Ynqfx9Y0o~0Y4On9LTk~W8pMhUNpcioofRLcCv1ICPNQvj1B15AN-VnXynzfA5Z3W-PRbs2Hp5XTGtuNwSw4FqORwu8RMw10G9OBF8NNa0IBqwopInMKs8c7FWaT~vnS~udT6cYjv57w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
